chr	start	end	LAF_median	logR_mean	minCNR	majCNR	cluster	status_cluster	status_seg
chr3	97487013	102196374	0.182246376811594	0.213833920544313	0.422726352992499	1.89680592187688	6	Ambiguous	Ambiguous
chr3	107096561	109056337	0.093220338983051	0.0625634893255441	0.194703680201345	1.89393579832217	3	CN Neutral LOH	CN Neutral LOH
chr3	110790944	114069686	0.160067287784679	0.183637803579228	0.363590953575122	1.90789723496857	6	Ambiguous	Ambiguous
chr3	118621400	122598167	0.021440036688833	0.00498735636411911	0.0430285651087839	1.96389734333405	3	CN Neutral LOH	CN Neutral LOH
chr3	122629069	131624197	0.029761904761905	-0.118462329581258	0.0548314844548996	1.78750639322971	3	CN Neutral LOH	Loss
chr3	132036360	134280298	0.0196078431372549	-0.00637250211315105	0.0390428493759142	1.95214246879571	3	CN Neutral LOH	CN Neutral LOH
chr3	135720451	143708507	0.029557367501456	0.0235282740148856	0.0600867152709838	1.97279781911875	3	CN Neutral LOH	CN Neutral LOH
chr3	148458911	150263880	0.015822784810127	-0.0157016091763894	0.0313030216823419	1.94704794864162	3	CN Neutral LOH	CN Neutral LOH
chr3	150377764	152880934	0.0251885369532429	-1.00742635534308	0.0250592106595999	0.969806458041878	5	Loss	Loss
chr3	153994052	161063996	0.0235294117647059	-0.882412125497384	0.0255275154258577	1.05939189017309	5	Loss	Loss
chr3	167159935	173999017	0.044444444444444	-0.919063789109153	0.0470090753750401	1.01069512056337	5	Loss	Loss
chr3	178525225	181430864	0.052631578947368	-0.876524893800238	0.0573345105938041	1.03202119068848	5	Loss	Loss
chr3	182538106	186917649	0.0212765957446809	-0.884493041664406	0.0230501205595323	1.06030554573848	5	Loss	Loss
chr3	186937952	193185179	0.022404645827359	-0.123544254565148	0.0411317845441497	1.79472783408559	3	CN Neutral LOH	Loss
chr3	193188715	197765488	0.076923076923077	0.0660295499345371	0.161051034374986	1.93261241249983	3	CN Neutral LOH	CN Neutral LOH
chr4	337623	8242542	0.43455497382199	-0.0468080530289562	0.841364323840716	1.09478731294936	8	Normal	Normal
chr4	15008973	18023268	0.46375048657065	0.0249224747631047	0.943662694178856	1.09118734157435	8	Normal	Normal
chr4	23797496	27024495	0.440972222222222	-0.0131188818972572	0.873960997929803	1.1079348083992	8	Normal	Normal
chr4	37591830	42629069	0.43349299926308	0.0588759659032118	0.903099320712355	1.18020841954547	8	Normal	Normal
chr4	47514798	49063868	0.459459459459459	-0.0125510096654233	0.910959276232506	1.07171679556766	8	Normal	Normal
chr4	52729638	57367916	0.434782608695652	0.000629732591946385	0.869944863173438	1.13092832212547	8	Normal	Normal
chr4	68424587	85781654	0.025210084033613	-0.903442423019982	0.0269551045284707	1.04226404176755	5	Loss	Loss
chr4	86491784	90035616	0.444444444444444	0.0400928778031773	0.91393779260944	1.1424222407618	8	Normal	Normal
chr4	93225851	96762376	0.0231510913329093	-0.986413488041024	0.0233701454819438	0.986091790712965	5	Loss	Loss
chr4	98480238	111553567	0.038314738696418	-0.951550605636984	0.0396232951087375	0.994529525890191	5	Loss	Loss
chr4	113066813	115997971	0.033707865168539	-0.927082767688715	0.0354553292066258	1.01638610392328	5	Loss	Loss
chr4	118005505	124323420	0.02	-0.933436310276482	0.020944387430847	1.0262749841115	5	Loss	Loss
chr4	128554262	130032893	0.02555910543131	-0.835726343395213	0.0286415783923244	1.09196017620736	5	Loss	Loss
chr4	138442218	149357911	0.0229885057471264	-0.948334506368022	0.0238266840722346	1.01263407306997	5	Loss	Loss
chr4	151000333	159644398	0.027027027027027	-0.949978648167951	0.0279805471847698	1.00729969865171	5	Loss	Loss
chr4	164050121	171010808	0.0196078431372549	-0.952866766423022	0.0202590156999522	1.01295078499761	5	Loss	Loss
chr4	172735800	177190161	0.0283816425120775	-0.961838985170742	0.029142387969782	0.997661749859126	5	Loss	Loss
chr4	183812591	187476416	0.025316455696203	-0.878262144875035	0.0275454359636102	1.06049928459897	5	Loss	Loss
chr4	190862195	190948326	0.279220779220779	-0.404019051677448	0.422042198827965	1.08945776906754	4	Ambiguous	Ambiguous
chr5	140604	3601125	0.369185185185185	-0.384553352841793	0.565603602150071	0.966428626787722	1	Ambiguous	Ambiguous
chr5	6372665	7900099	0.405660377358491	-0.345662964311277	0.638465838938467	0.935426694258683	1	Ambiguous	Ambiguous
chr5	9043068	11732304	0.392193579766537	-0.340298878596147	0.619569892883061	0.960185423998657	1	Ambiguous	Ambiguous
chr5	13692165	14871508	0.416666666666667	-0.310816818475329	0.671820989787247	0.940549385702145	1	Ambiguous	Ambiguous
chr5	31267705	39394377	0.408421958430784	-0.213869841993654	0.704300248364096	1.02014241155096	1	Ambiguous	Ambiguous
chr5	40681215	45695924	0.4	-0.276385229051996	0.660525734532273	0.99078860179841	1	Ambiguous	Ambiguous
chr5	52084218	58147084	0.449275362318841	0.0425859655967565	0.925469800873551	1.13444685268371	8	Normal	Normal
chr5	63256317	65474621	0.416666666666667	0.0748820423817621	0.877729095483825	1.22882073367735	8	Normal	Normal
chr5	67522673	70308321	0.428571428571429	0.21596332397158	0.995553603907569	1.32740480521009	8	Normal	Normal
chr5	70308505	72875812	0.440428974011064	0.00659610251229232	0.884894512792838	1.12427056264248	8	Normal	Normal
chr5	73930646	83680159	0.454545454545455	0.0280455679525274	0.926936261639328	1.11232351396719	8	Normal	Normal
chr5	89695243	90678740	0.448864073931459	-0.0367634678343439	0.875140808777771	1.0745380797835	8	Normal	Normal
chr5	92920973	96518862	0.456417997662641	0.0152238883446727	0.922519604353756	1.09869693197493	8	Normal	Normal
chr5	106717016	111071165	0.448275862068966	-0.029607507013912	0.878339881068968	1.08103369977719	8	Normal	Normal
chr5	112090655	115627243	0.368243243243243	0.0151364547337785	0.744254226216029	1.27683981928805	1	Ambiguous	Ambiguous
chr5	125759340	135288608	0.450381679389313	0.00803567854264807	0.905794526312664	1.10537637109342	8	Normal	Normal
chr5	136314438	143853410	0.44862772695285	-0.00613989504699658	0.893444982588418	1.09806140213024	8	Normal	Normal
chr5	145144533	151784413	0.454545454545455	-0.0329380771392511	0.888570653024637	1.06628478362956	8	Normal	Normal
chr5	152870489	154346327	0.466666666666667	-0.0335152064527589	0.911901004638004	1.04217257672915	8	Normal	Normal
chr5	156346510	161580230	0.441624365482233	-0.0253913995893018	0.86783957176529	1.09726842407106	8	Normal	Normal
chr5	167719217	180795191	0.447914154810707	-0.0207932741183125	0.883009515218595	1.08837162050765	8	Normal	Normal
chr6	311921	8430319	0.426160337552743	-0.0559360948538593	0.819906975088355	1.10403315457442	8	Normal	Normal
chr6	10398788	12296247	0.450643776824034	-0.00191135713370258	0.900094271838169	1.09725777900272	8	Normal	Normal
chr6	15374415	18465228	0.444736842105263	0.048764369772946	0.920052567653583	1.14870468505862	8	Normal	Normal
chr6	24134650	28543659	0.45	-0.0380495909859383	0.876573709956001	1.071367867724	8	Normal	Normal
chr6	28547122	33371117	0.391304347826087	0.285565937737607	0.953912592903131	1.48386403340487	2	Gain	Normal
chr6	33371726	47847479	0.453634085213033	-0.00282836950378492	0.905491235026485	1.09059165323632	8	Normal	Normal
chr6	49399505	57075101	0.44894413258487	-0.0383631382453518	0.874326899955785	1.0731913690139	8	Normal	Normal
chr6	69348598	72011640	0.462024244886903	-0.0412544627848701	0.897999160826476	1.04561996904471	8	Normal	Normal
chr6	73332151	74533269	0.443021048999309	0.170696025994066	0.997330224522258	1.25387257221848	8	Normal	Normal
chr6	82459495	86351083	0.420289855072464	0.0409479417207052	0.864779650595804	1.19279951806318	8	Normal	Normal
chr6	87725179	91296526	0.457870791628753	0.0350154156688111	0.938239312601985	1.11089622903073	8	Normal	Normal
chr6	99282863	102516304	0.435897435897436	0.00148392909419151	0.872692044998031	1.1293661758798	8	Normal	Normal
chr6	105177588	112671504	0.45	0.0569096589900099	0.936211612822175	1.14425863789377	8	Normal	Normal
chr6	116263682	119669989	0.4375	-0.0294484243797181	0.85732047114715	1.10226917718919	8	Normal	Normal
chr6	121768070	139694859	0.45	-0.0179077044558091	0.888897640171712	1.08643044909876	8	Normal	Normal
chr6	142396820	153365094	0.440405506443243	-0.00419298494086752	0.878254779248906	1.11594094809741	8	Normal	Normal
chr6	154481034	155776215	0.420293368893199	0.0441457209711932	0.866705833994914	1.19543908225085	8	Normal	Normal
chr6	157099261	160239636	0.427272727272727	-0.00313901451068246	0.852688156636832	1.14296497591746	8	Normal	Normal
chr6	160240103	163987790	0.415686944634313	-0.142968551547893	0.752936859359764	1.05837058986055	1	Ambiguous	Normal
chr6	165693572	170892733	0.445090439276486	-0.104002712935858	0.828266936215894	1.03262887983955	8	Normal	Normal
chr7	540108	8272302	0.333333333333333	0.548503157802271	0.975044965340951	1.95008993068191	2	Gain	Gain
chr7	12254545	12728407	0.328125	0.475131198847429	0.912216785095449	1.86787246471925	2	Gain	Gain
chr7	15240947	17382616	0.326086956521739	0.57200771527238	0.969515826801811	2.00366604205708	2	Gain	Gain
chr7	19156487	40173984	0.335013610242968	0.501751972445863	0.94871297621105	1.8831510054433	2	Gain	Gain
chr7	41729452	45956991	0.332520325203252	0.477104399548838	0.925701414956931	1.85819281584264	2	Gain	Gain
chr7	47832310	48147884	0.334042553191489	0.547893036119109	0.976706388583599	1.94719171736731	2	Gain	Gain
chr7	49815184	51287517	0.305539099526067	0.505271479210893	0.86735854462136	1.97142230524942	2	Gain	Gain
chr7	54610463	56172088	0.339483394833948	0.566509863404743	1.00550675806575	1.95636640971488	2	Gain	Gain
chr7	63981573	66703397	0.331777170198223	0.693738249656597	1.07327871489586	2.16165970553441	2	Gain	Gain
chr7	69064781	84751132	0.329332814514536	0.579675857297895	0.984384625648191	2.00464222580375	2	Gain	Gain
chr7	86394519	105207662	0.321794871794872	0.576279946461425	0.959592100727818	2.0224072561156	2	Gain	Gain
chr7	105401866	108524537	0.340579710144927	0.532433792559039	0.985206592976212	1.90752765874118	2	Gain	Gain
chr7	110303717	117832011	0.343795787545787	0.455057475364388	0.94257625842529	1.79909857463169	2	Gain	Gain
chr7	119914758	124532377	0.345454545454545	0.454632071536978	0.946844798347165	1.79402172318411	2	Gain	Gain
chr7	126086268	135661812	0.341269841269841	0.507897697572646	0.97055543922244	1.87339770826657	2	Gain	Gain
chr7	136699643	144463008	0.352380952380952	0.492272865939048	0.991359834772172	1.82195861525697	2	Gain	Gain
chr7	145814017	152551590	0.321428571428571	0.484083256090836	0.899162226911434	1.89823136792414	2	Gain	Gain
chr7	154862692	158935187	0.301110680614749	0.49648498011173	0.849597112274716	1.97194714693314	2	Gain	Gain
chr8	1719364	2092824	0.370548219287715	0.233041696320593	0.871018274867722	1.47960231789085	2	Gain	Normal
chr8	6360702	11853731	0.363636363636364	0.302102981826864	0.89668387747683	1.56919678558445	2	Gain	Gain
chr8	12943380	20112649	0.381898120072771	0.34162902187229	0.967872385595594	1.56650087974325	2	Gain	Gain
chr8	21766951	27633058	0.38671875	0.316824100888677	0.963382565763653	1.52778851338276	2	Gain	Gain
chr8	27634000	31030564	0.372613675807011	0.416552484924707	0.994680442499166	1.67478798306218	2	Gain	Gain
chr8	37553613	42977934	0.357142857142857	0.411113181015058	0.949793872439698	1.70962897039146	2	Gain	Gain
chr8	52733062	57905927	0.375	0.380676294150273	0.976464022701734	1.62744003783622	2	Gain	Gain
chr8	61121411	62626879	0.370967741935484	0.338265213387902	0.937981165487947	1.59048980234913	2	Gain	Gain
chr8	65493387	76476270	0.379128856624319	0.386386794601827	0.991130525183419	1.6231007786752	2	Gain	Gain
chr8	79510695	82752134	0.377224536160545	0.391354490797214	0.989553705780598	1.63369481313188	2	Gain	Gain
chr8	90770375	93088236	0.392857142857143	0.309039946428931	0.973408071771433	1.5043579291013	2	Gain	Gain
chr8	94767254	105601086	0.381330014224751	0.415338286840355	1.01709206940529	1.65013062869009	2	Gain	Gain
chr8	107691479	110986374	0.353233830845771	0.28181336683183	0.858868280048009	1.57257572403157	2	Gain	Gain
chr8	117657293	122641468	0.390804597701149	0.370120755117051	1.01019940736211	1.57472260559388	2	Gain	Gain
chr8	123963905	126448671	0.370629370629371	0.427611987500496	0.996997025337354	1.6930138166106	2	Gain	Gain
chr8	131191552	134488091	0.370967741935484	0.22411456428165	0.866625269969097	1.46949502299108	2	Gain	Normal
chr8	139158247	146279473	0.379814814814815	0.328468078853081	0.953851222303783	1.55750743222592	2	Gain	Gain
chr9	116925	8733811	0.029211087420043	-0.955918420185903	0.0301174086830908	1.00090920973803	5	Loss	Loss
chr9	14120501	16738420	0.039097222222222	-2.93457448081588	0.0102277700481797	0.251370611290699	7	Loss	Loss
chr9	17747098	22451727	0.0189853719265483	-0.93579288506794	0.019849399697307	1.02566078435921	5	Loss	Loss
chr9	26842423	27950634	0.0238659890833806	-0.924192221731172	0.0251535827660362	1.02879740489918	5	Loss	Loss
chr9	32405553	39266948	0.027777777777778	-0.909798872074627	0.0295699604994283	1.03494861747998	5	Loss	Loss
chr9	42376331	43133323	0.352941176470588	-0.804576457576707	0.404138920549308	0.740921354340399	4	Ambiguous	Ambiguous
chr9	70427799	75784995	0.0136363636363636	-0.918945959291008	0.0144244170786915	1.04336616869202	5	Loss	Loss
chr9	77245240	80943949	0.0327269774240703	-0.909239697855669	0.0348519811320643	1.03007927360798	5	Loss	Loss
chr9	85597644	92220939	0.0217391304347826	-0.927366900936957	0.0228616151607994	1.02877268223597	5	Loss	Loss
chr9	93375619	104500082	0.036293859649123	-0.936418355686518	0.0379291523908436	1.00712785608194	5	Loss	Loss
chr9	106857698	108536253	0.033112582781457	-0.987376652257884	0.0334035837622642	0.975384645858113	5	Loss	Loss
chr9	111617054	120476883	0.03125	-0.935158995913654	0.0326865518645798	1.01328310780197	5	Loss	Loss
chr9	123151542	140729330	0.037735849056604	-0.94272266156194	0.0392641611048331	1.00123610817324	5	Loss	Loss
chr10	93223	1779294	0.081168831168831	-0.0947615710793622	0.152017369237571	1.7208366197693	3	CN Neutral LOH	Loss
chr10	3109843	3827155	0.025641025641026	-0.193573983737835	0.0448429126387173	1.70403068027123	3	CN Neutral LOH	Loss
chr10	4872950	5810261	0.0216134997688395	-0.141922183469325	0.0391770974758924	1.77344454616808	3	CN Neutral LOH	Loss
chr10	5815854	8115849	0.155555555555556	0.203377181276533	0.358210369679218	1.9445705782586	6	Ambiguous	Ambiguous
chr10	11789408	17645987	0.16187376400791	0.296120774805649	0.39750966874048	2.05816726678229	6	Ambiguous	Ambiguous
chr10	17659184	18962988	0.0163934426229509	0.0146065121234712	0.0331205209336037	1.98723125601621	3	CN Neutral LOH	CN Neutral LOH
chr10	20106064	23482734	0.02316534040672	-0.0172264209063116	0.0457807615376927	1.9304803567497	3	CN Neutral LOH	CN Neutral LOH
chr10	24498157	29843787	0.0351625262637499	0.0207481804544316	0.0713437428909024	1.95762716653015	3	CN Neutral LOH	CN Neutral LOH
chr10	30749700	35930121	0.0462633451957291	0.0220867175946181	0.0939541120784545	1.93690015669431	3	CN Neutral LOH	CN Neutral LOH
chr10	43088186	54531291	0.153846153846154	-0.147541974895123	0.277780707017561	1.52779388859658	6	Ambiguous	Loss
chr10	59955964	64913710	0.013813953488372	-0.0644119205560343	0.0264215362093245	1.88624859342193	3	CN Neutral LOH	CN Neutral LOH
chr10	68979499	70992828	0.02846975088968	0.191720113534235	0.0650320085580036	2.21921729204185	3	CN Neutral LOH	Loss
chr10	70998845	79797003	0.0158730158730159	0.00270647056771636	0.0318056426412452	1.9719498437572	3	CN Neutral LOH	CN Neutral LOH
chr10	80961419	82403793	0.018867924528302	-0.0735255920670052	0.0358608614024281	1.86476479292625	3	CN Neutral LOH	CN Neutral LOH
chr10	87362180	101610456	0.0344827586206899	0.0231708254501146	0.0700821006976682	1.96229881953469	3	CN Neutral LOH	CN Neutral LOH
chr10	101611323	107023100	0.174242424242424	0.230728423118649	0.408921623806462	1.93793291282193	6	Ambiguous	Ambiguous
chr10	111625006	112839090	0.160869565217391	0.217461246155928	0.374081509278722	1.95129003488631	6	Ambiguous	Ambiguous
chr10	113913366	124175446	0.161933504848605	0.213571838272959	0.375541763169211	1.94356918005599	6	Ambiguous	Ambiguous
chr10	124177450	129923885	0.165354330708661	0.107226225633336	0.356224577198541	1.7980859610974	6	Ambiguous	Ambiguous
chr10	131334573	135373626	0.155660377358491	0.122479711220415	0.33890512902996	1.83830357867766	6	Ambiguous	Ambiguous
chr11	197359	4159519	0.43859649122807	-0.0281221000026901	0.860259649968591	1.1011323519598	8	Normal	Normal
chr11	4470704	8123099	0.450121654501217	-0.192348172025294	0.787875022978932	0.962485163206694	8	Normal	Normal
chr11	8132392	22833430	0.45	-0.00279826326307215	0.898256044379995	1.09786849868666	8	Normal	Normal
chr11	26463562	28318388	0.434782608695652	-0.0277924206688253	0.852974027473285	1.10886623571527	8	Normal	Normal
chr11	30253529	36680664	0.428801843317973	-0.0368260844004365	0.835989616469601	1.11360465299739	8	Normal	Normal
chr11	43333712	50003894	0.434164934164934	0.0155999501515295	0.877770119594941	1.14397334820314	8	Normal	Normal
chr11	51411546	51515996	0.458345436061288	-0.222776978168501	0.785525619962916	0.928303204674663	8	Normal	Normal
chr11	55032567	61624513	0.443181818181818	-0.102765102933267	0.825422973279145	1.03706988950457	8	Normal	Normal
chr11	61624964	78285463	0.451470168427063	-0.00347001397444435	0.900771167026283	1.09442415266582	8	Normal	Normal
chr11	82443641	82996965	0.432751649287082	0.0733901894803967	0.910670725228427	1.19370190218656	8	Normal	Normal
chr11	85342791	89956090	0.423728813559322	0.0198191677783708	0.859179995493534	1.16848479387121	8	Normal	Normal
chr11	92703004	94732079	0.455213903743316	-0.0173585019201917	0.899539180466411	1.07654101627037	8	Normal	Normal
chr11	100863260	112104224	0.441441441441441	0.0181426127679907	0.894055681891128	1.13125412810714	8	Normal	Normal
chr11	113187008	115375050	0.439665271966527	-0.105342176390393	0.817411990314941	1.04175688754261	8	Normal	Normal
chr11	116619244	119185664	0.454183266932271	0.00688835473770067	0.912714030996664	1.09685808988196	8	Normal	Normal
chr11	119185911	126283899	0.45	-0.102117880955169	0.838497870876976	1.02483073107186	8	Normal	Normal
chr11	128332361	134257497	0.434782608695652	-0.122377615313304	0.798845561693862	1.03849923020202	8	Normal	Normal
chr12	247532	16753691	0.446262612851832	-0.00187139400016445	0.891368235848508	1.10603914307629	8	Normal	Normal
chr12	18234266	24048842	0.428571428571429	-0.0203368826409393	0.845144945929158	1.12685992790554	8	Normal	Normal
chr12	25232364	33592382	0.455187921619018	0.0477890396314459	0.941036913601996	1.12632223392306	8	Normal	Normal
chr12	38710781	52451007	0.449339207048458	0.00641709455203628	0.902684630794012	1.10623116518874	8	Normal	Normal
chr12	52451193	53088492	0.446284656826245	-0.226280915671139	0.763000124367126	0.946671298785093	1	Ambiguous	Normal
chr12	53089603	58209790	0.459321566464423	0.0298557871740608	0.937852024874512	1.10396811454007	8	Normal	Normal
chr12	62147465	73056903	0.443037974683544	0.041800679629393	0.912124680491145	1.14667102690315	8	Normal	Normal
chr12	75436123	77458369	0.428571428571429	-0.009595527494211	0.851460820170756	1.13528109356101	8	Normal	Normal
chr12	88376926	90049586	0.434782608695652	0.0112079144103398	0.876346947118523	1.13925103125408	8	Normal	Normal
chr12	91347343	97345779	0.446377228292122	0.0214688528720249	0.90613894324394	1.12384575537276	8	Normal	Normal
chr12	98909744	110240872	0.45250626566416	0.0332314456397005	0.926100790010452	1.12050245127546	8	Normal	Normal
chr12	110246187	115120923	0.452380952380952	0.0772103775567069	0.954502226634188	1.15545006382034	8	Normal	Normal
chr12	116399129	125470785	0.447368421052632	0.0949340547830562	0.955593789415488	1.18043938692501	8	Normal	Normal
chr12	129278817	133733314	0.450806057645334	-0.067216769768271	0.860568558832758	1.0483866209794	8	Normal	Normal
chr13	19748057	22275543	0.0740740740740741	-0.783814727507762	0.0860487336103315	1.07560917012914	5	Loss	Loss
chr13	23777928	34410336	0.033057851239669	-0.860348120556788	0.0364178267633213	1.06522143282716	5	Loss	Loss
chr13	36049289	47469887	0.029787234042553	-0.878927405422633	0.0323949012461228	1.05514821201658	5	Loss	Loss
chr13	48517546	53624698	0.023121387283237	-0.824988484615177	0.0261034315855259	1.10286998448847	5	Loss	Loss
chr13	77459343	80911722	0.0137227304714989	-0.915599724836875	0.0145494825472548	1.04569742512706	5	Loss	Loss
chr13	92051378	103718525	0.037037037037037	-0.895124413518955	0.0398296906361411	1.03557195653967	5	Loss	Loss
chr13	107145550	115091724	0.033333333333333	-0.950142361566426	0.034505425716932	1.00065734579104	5	Loss	Loss
